 

stn;time;rre150h0
SAE;2023010807;0.0
SAE;2023010808;0.0
SAE;2023010809;0.0
SAE;2023010810;0.0
SAE;2023010811;0.1
SAE;2023010812;0.2
SAE;2023010813;0.0
SAE;2023010814;0.0
SAE;2023010815;0.0
SAE;2023010816;0.0
SAE;2023010817;0.0
SAE;2023010818;0.0
SAE;2023010819;0.0
SAE;2023010820;0.0
SAE;2023010821;0.0
SAE;2023010822;0.0
SAE;2023010823;0.3
SAE;2023010900;1.6
SAE;2023010901;0.5
SAE;2023010902;0.5
SAE;2023010903;1.7
SAE;2023010904;9.2
SAE;2023010905;5.6
SAE;2023010906;3.0
SAE;2023010907;1.5
SAE;2023010908;0.3
SAE;2023010909;0.0
SAE;2023010910;0.0
SAE;2023010911;0.0
SAE;2023010912;0.0
SAE;2023010913;1.0
SAE;2023010914;1.1
SAE;2023010915;0.1
SAE;2023010916;1.1
SAE;2023010917;2.3
SAE;2023010918;4.0
SAE;2023010919;2.3
SAE;2023010920;2.1
SAE;2023010921;4.6
SAE;2023010922;1.9
SAE;2023010923;1.4
SAE;2023011000;3.0
SAE;2023011001;3.8
SAE;2023011002;1.2
SAE;2023011003;2.8
SAE;2023011004;4.0
SAE;2023011005;3.0
SAE;2023011006;1.0
SAE;2023011007;1.8
SAE;2023011008;0.3
SAE;2023011009;0.1
SAE;2023011010;0.2
SAE;2023011011;0.2
SAE;2023011012;0.0
SAE;2023011013;0.0
SAE;2023011014;0.0
SAE;2023011015;0.3
SAE;2023011016;0.0
SAE;2023011017;0.0
SAE;2023011018;0.0
SAE;2023011019;0.2
SAE;2023011020;0.0
SAE;2023011021;0.0
SAE;2023011022;0.4
SAE;2023011023;0.0
SAE;2023011100;0.1
SAE;2023011101;0.2
SAE;2023011102;0.1
SAE;2023011103;0.0
SAE;2023011104;0.0
SAE;2023011105;0.0
SAE;2023011106;0.0
SAE;2023011107;0.0
SAE;2023011108;0.0
SAE;2023011109;0.0
SAE;2023011110;0.0
SAE;2023011111;0.0
SAE;2023011112;0.0
SAE;2023011113;0.0
SAE;2023011114;0.9
SAE;2023011115;3.8
SAE;2023011116;4.9
SAE;2023011117;2.3
SAE;2023011118;2.2
SAE;2023011119;2.7
SAE;2023011120;2.1
SAE;2023011121;2.9
SAE;2023011122;1.8
SAE;2023011123;2.1
SAE;2023011200;0.6
SAE;2023011201;0.1
SAE;2023011202;0.0
SAE;2023011203;0.0
SAE;2023011204;0.0
SAE;2023011205;0.0
SAE;2023011206;0.0
SAE;2023011207;0.0
SAE;2023011208;0.1
SAE;2023011209;0.0
SAE;2023011210;0.1
SAE;2023011211;0.0
SAE;2023011212;0.0
SAE;2023011213;0.0
SAE;2023011214;0.0
SAE;2023011215;0.0
SAE;2023011216;0.1
SAE;2023011217;0.0
SAE;2023011218;0.0
SAE;2023011219;0.0
SAE;2023011220;0.0
SAE;2023011221;0.0
SAE;2023011222;0.0
SAE;2023011223;0.0
SAE;2023011300;0.1
SAE;2023011301;0.0
SAE;2023011302;0.2
SAE;2023011303;0.1
SAE;2023011304;0.1
SAE;2023011305;0.0
SAE;2023011306;0.0
SAE;2023011307;0.0
SAE;2023011308;0.0
SAE;2023011309;0.1
SAE;2023011310;0.1
SAE;2023011311;0.8
SAE;2023011312;0.6
SAE;2023011313;0.2
SAE;2023011314;5.8
SAE;2023011315;3.7
SAE;2023011316;1.0
SAE;2023011317;2.2
SAE;2023011318;5.3
SAE;2023011319;4.8
SAE;2023011320;3.8
SAE;2023011321;1.2
SAE;2023011322;0.3
SAE;2023011323;3.8
SAE;2023011400;4.2
SAE;2023011401;1.7
SAE;2023011402;0.4
SAE;2023011403;1.3
SAE;2023011404;0.0
SAE;2023011405;0.0
SAE;2023011406;0.0
SAE;2023011407;0.0
SAE;2023011408;0.0
SAE;2023011409;0.0
SAE;2023011410;0.0
SAE;2023011411;0.0
SAE;2023011412;0.0
SAE;2023011413;0.0
SAE;2023011414;0.0
SAE;2023011415;0.0
SAE;2023011416;0.0
SAE;2023011417;0.0
SAE;2023011418;0.0
SAE;2023011419;0.0
SAE;2023011420;0.0
SAE;2023011421;0.0
SAE;2023011422;0.0
SAE;2023011423;0.0
SAE;2023011500;0.0
SAE;2023011501;0.0
SAE;2023011502;0.2
SAE;2023011503;0.4
SAE;2023011504;0.1
SAE;2023011505;1.2
SAE;2023011506;1.3
SAE;2023011507;1.0
SAE;2023011508;0.1
SAE;2023011509;0.0
SAE;2023011510;0.1
SAE;2023011511;1.4
SAE;2023011512;3.9
SAE;2023011513;2.7
SAE;2023011514;3.7
SAE;2023011515;3.7
SAE;2023011516;0.6
SAE;2023011517;0.2
SAE;2023011518;0.0
SAE;2023011519;0.0
SAE;2023011520;0.0
SAE;2023011521;0.0
SAE;2023011522;0.0
SAE;2023011523;0.0
SAE;2023011600;0.0
SAE;2023011601;0.0
SAE;2023011602;0.0
SAE;2023011603;0.0
SAE;2023011604;0.0
SAE;2023011605;0.0
SAE;2023011606;0.0
SAE;2023011607;0.0
SAE;2023011608;0.0
SAE;2023011609;0.0
SAE;2023011610;0.0
SAE;2023011611;0.0
SAE;2023011612;0.0
SAE;2023011613;0.0
SAE;2023011614;0.0
SAE;2023011615;0.0
SAE;2023011616;0.0
SAE;2023011617;0.2
SAE;2023011618;1.4
SAE;2023011619;0.1
SAE;2023011620;0.0
SAE;2023011621;0.0
SAE;2023011622;1.3
SAE;2023011623;6.4
SAE;2023011700;0.3
SAE;2023011701;0.1
SAE;2023011702;0.0
SAE;2023011703;0.0
SAE;2023011704;0.0
SAE;2023011705;0.0
SAE;2023011706;0.0
SAE;2023011707;0.0
SAE;2023011708;0.0
SAE;2023011709;0.0
SAE;2023011710;0.0
SAE;2023011711;0.0
SAE;2023011712;0.0
SAE;2023011713;0.0
SAE;2023011714;0.0
SAE;2023011715;0.0
SAE;2023011716;0.3
SAE;2023011717;0.1
SAE;2023011718;0.5
SAE;2023011719;0.0
SAE;2023011720;0.1
SAE;2023011721;0.0
SAE;2023011722;0.0
SAE;2023011723;0.0
SAE;2023011800;0.0
SAE;2023011801;0.0
SAE;2023011802;0.4
SAE;2023011803;0.9
SAE;2023011804;0.0
SAE;2023011805;0.0
SAE;2023011806;0.0
SAE;2023011807;0.5
SAE;2023011808;0.2
SAE;2023011809;0.2
SAE;2023011810;0.0
SAE;2023011811;0.0
SAE;2023011812;0.2
SAE;2023011813;0.4
SAE;2023011814;0.3
SAE;2023011815;0.1
SAE;2023011816;0.0
SAE;2023011817;0.0
SAE;2023011818;0.0
SAE;2023011819;0.1
SAE;2023011820;0.0
SAE;2023011821;0.0
SAE;2023011822;0.0
SAE;2023011823;0.0
SAE;2023011900;0.0
SAE;2023011901;0.0
SAE;2023011902;0.0
SAE;2023011903;0.0
SAE;2023011904;0.0
SAE;2023011905;0.0
SAE;2023011906;0.0
SAE;2023011907;0.0
SAE;2023011908;0.0
SAE;2023011909;0.0
SAE;2023011910;0.0
SAE;2023011911;0.0
SAE;2023011912;0.0
SAE;2023011913;0.0
SAE;2023011914;0.0
SAE;2023011915;0.0
SAE;2023011916;0.0
SAE;2023011917;0.0
SAE;2023011918;0.0
SAE;2023011919;0.0
SAE;2023011920;0.0
SAE;2023011921;0.0
SAE;2023011922;0.0
SAE;2023011923;0.0
SAE;2023012000;0.0
SAE;2023012001;0.0
SAE;2023012002;0.0
SAE;2023012003;0.0
SAE;2023012004;0.0
SAE;2023012005;0.0
SAE;2023012006;0.0
SAE;2023012007;0.0
SAE;2023012008;0.0
SAE;2023012009;0.0
SAE;2023012010;0.0
SAE;2023012011;0.0
SAE;2023012012;0.0
SAE;2023012013;0.0
SAE;2023012014;0.0
SAE;2023012015;0.0
SAE;2023012016;0.1
SAE;2023012017;0.1
SAE;2023012018;0.0
SAE;2023012019;0.0
SAE;2023012020;0.0
SAE;2023012021;0.0
SAE;2023012022;0.0
SAE;2023012023;0.0
SAE;2023012100;0.0
SAE;2023012101;0.0
SAE;2023012102;0.0
SAE;2023012103;0.0
SAE;2023012104;0.0
SAE;2023012105;0.0
SAE;2023012106;0.0
SAE;2023012107;0.0
SAE;2023012108;0.0
SAE;2023012109;0.0
SAE;2023012110;0.0
SAE;2023012111;0.0
SAE;2023012112;0.0
SAE;2023012113;0.0
SAE;2023012114;0.0
SAE;2023012115;0.0
SAE;2023012116;0.0
SAE;2023012117;0.0
SAE;2023012118;0.0
SAE;2023012119;0.0
SAE;2023012120;0.0
SAE;2023012121;0.0
SAE;2023012122;0.0
SAE;2023012123;0.0
SAE;2023012200;0.0
SAE;2023012201;0.0
SAE;2023012202;0.0
SAE;2023012203;0.0
SAE;2023012204;0.0
SAE;2023012205;0.0
SAE;2023012206;0.0
SAE;2023012207;0.0
SAE;2023012208;0.0
SAE;2023012209;0.0
SAE;2023012210;0.0
SAE;2023012211;0.0
SAE;2023012212;0.0
SAE;2023012213;0.0
SAE;2023012214;0.0
SAE;2023012215;0.0
SAE;2023012216;0.0
SAE;2023012217;0.0
SAE;2023012218;0.0
SAE;2023012219;0.0
SAE;2023012220;0.0
SAE;2023012221;0.0
SAE;2023012222;0.0
SAE;2023012223;0.0
SAE;2023012300;0.0
SAE;2023012301;0.0
SAE;2023012302;0.0
SAE;2023012303;0.0
SAE;2023012304;0.0
SAE;2023012305;0.0
SAE;2023012306;0.0
SAE;2023012307;0.0
SAE;2023012308;0.0
SAE;2023012309;0.0
SAE;2023012310;0.0
SAE;2023012311;0.0
SAE;2023012312;0.0
SAE;2023012313;0.0
SAE;2023012314;0.0
SAE;2023012315;0.0
SAE;2023012316;0.0
SAE;2023012317;0.0
SAE;2023012318;0.0
SAE;2023012319;0.0
SAE;2023012320;0.0
SAE;2023012321;0.0
SAE;2023012322;0.0
SAE;2023012323;0.0
SAE;2023012400;0.0
SAE;2023012401;0.0
SAE;2023012402;0.0
SAE;2023012403;0.0
SAE;2023012404;0.0
SAE;2023012405;0.0
SAE;2023012406;0.0
SAE;2023012407;0.0
SAE;2023012408;0.0
SAE;2023012409;0.0
SAE;2023012410;0.0
SAE;2023012411;0.0
SAE;2023012412;0.0
SAE;2023012413;0.0
SAE;2023012414;0.0
SAE;2023012415;0.0
SAE;2023012416;0.0
SAE;2023012417;0.0
SAE;2023012418;0.0
SAE;2023012419;0.0
SAE;2023012420;0.0
SAE;2023012421;0.0
SAE;2023012422;0.0
SAE;2023012423;0.0
SAE;2023012500;0.0
SAE;2023012501;0.0
SAE;2023012502;0.0
SAE;2023012503;0.0
SAE;2023012504;0.0
SAE;2023012505;0.0
SAE;2023012506;0.0
SAE;2023012507;0.0
SAE;2023012508;0.0
SAE;2023012509;0.0
SAE;2023012510;0.0
SAE;2023012511;0.0
SAE;2023012512;0.0
SAE;2023012513;0.0
SAE;2023012514;0.0
SAE;2023012515;0.0
SAE;2023012516;0.0
SAE;2023012517;0.0
SAE;2023012518;0.0
SAE;2023012519;0.0
SAE;2023012520;0.0
SAE;2023012521;0.0
SAE;2023012522;0.0
SAE;2023012523;0.0
SAE;2023012600;0.0
SAE;2023012601;0.0
SAE;2023012602;0.0
SAE;2023012603;0.0
SAE;2023012604;0.0
SAE;2023012605;0.0
SAE;2023012606;0.0
SAE;2023012607;0.0
SAE;2023012608;0.0
SAE;2023012609;0.0
SAE;2023012610;0.0
SAE;2023012611;0.0
SAE;2023012612;0.0
SAE;2023012613;0.0
SAE;2023012614;0.0
SAE;2023012615;0.0
SAE;2023012616;0.0
SAE;2023012617;0.0
SAE;2023012618;0.0
SAE;2023012619;0.0
SAE;2023012620;0.0
SAE;2023012621;0.0
SAE;2023012622;0.0
SAE;2023012623;0.0
SAE;2023012700;0.0
SAE;2023012701;0.0
SAE;2023012702;0.0
SAE;2023012703;0.0
SAE;2023012704;0.0
SAE;2023012705;0.0
SAE;2023012706;0.0
SAE;2023012707;0.0
SAE;2023012708;0.0
SAE;2023012709;0.0
SAE;2023012710;0.0
SAE;2023012711;0.0
SAE;2023012712;0.0
SAE;2023012713;0.0
SAE;2023012714;0.0
SAE;2023012715;0.0
SAE;2023012716;0.0
SAE;2023012717;0.0
SAE;2023012718;0.0
SAE;2023012719;0.0
SAE;2023012720;0.0
SAE;2023012721;0.0
SAE;2023012722;0.0
SAE;2023012723;0.0
SAE;2023012800;0.0
SAE;2023012801;0.0
SAE;2023012802;0.0
SAE;2023012803;0.0
SAE;2023012804;0.0
SAE;2023012805;0.0
SAE;2023012806;0.0
SAE;2023012807;0.0
SAE;2023012808;0.0
SAE;2023012809;0.0
SAE;2023012810;0.0
SAE;2023012811;0.0
SAE;2023012812;0.0
SAE;2023012813;0.0
SAE;2023012814;0.0
SAE;2023012815;0.0
SAE;2023012816;0.0
SAE;2023012817;0.0
SAE;2023012818;0.0
SAE;2023012819;0.0
SAE;2023012820;0.0
SAE;2023012821;0.0
SAE;2023012822;0.0
SAE;2023012823;0.0
SAE;2023012900;0.0
SAE;2023012901;0.0
SAE;2023012902;0.0
SAE;2023012903;0.0
SAE;2023012904;0.0
SAE;2023012905;0.0
SAE;2023012906;0.0
SAE;2023012907;0.0
SAE;2023012908;0.0
SAE;2023012909;0.0
SAE;2023012910;0.0
SAE;2023012911;0.0
SAE;2023012912;0.0
SAE;2023012913;0.0
SAE;2023012914;0.0
SAE;2023012915;0.0
SAE;2023012916;0.0
SAE;2023012917;0.0
SAE;2023012918;0.0
SAE;2023012919;0.0
SAE;2023012920;0.0
SAE;2023012921;0.0
SAE;2023012922;0.0
SAE;2023012923;0.0
SAE;2023013000;0.0
SAE;2023013001;0.0
SAE;2023013002;0.0
SAE;2023013003;0.0
SAE;2023013004;0.0
SAE;2023013005;0.0
SAE;2023013006;0.0
SAE;2023013007;0.0
SAE;2023013008;0.0
SAE;2023013009;0.0
SAE;2023013010;0.0
SAE;2023013011;0.0
SAE;2023013012;0.0
SAE;2023013013;0.0
SAE;2023013014;0.0
SAE;2023013015;0.3
SAE;2023013016;0.7
SAE;2023013017;2.1
SAE;2023013018;3.0
SAE;2023013019;1.7
SAE;2023013020;0.3
SAE;2023013021;0.0
SAE;2023013022;0.1
SAE;2023013023;0.0
SAE;2023013100;0.2
SAE;2023013101;0.1
SAE;2023013102;0.0
SAE;2023013103;0.0
SAE;2023013104;0.0
SAE;2023013105;0.0
SAE;2023013106;0.0
SAE;2023013107;0.0
SAE;2023013108;0.0
SAE;2023013109;0.0
SAE;2023013110;0.0
SAE;2023013111;0.0
SAE;2023013112;0.0
SAE;2023013113;0.0
SAE;2023013114;0.0
SAE;2023013115;0.0
SAE;2023013116;0.0
SAE;2023013117;0.0
SAE;2023013118;0.1
SAE;2023013119;0.6
SAE;2023013120;0.0
SAE;2023013121;0.0
SAE;2023013122;0.0
SAE;2023013123;0.0
SAE;2023020100;0.0
SAE;2023020101;0.0
SAE;2023020102;0.0
SAE;2023020103;0.0
SAE;2023020104;0.0
SAE;2023020105;0.0
SAE;2023020106;0.3
SAE;2023020107;0.3
SAE;2023020108;0.3
SAE;2023020109;0.7
SAE;2023020110;0.5
SAE;2023020111;1.1
SAE;2023020112;1.9
SAE;2023020113;0.1
SAE;2023020114;0.1
SAE;2023020115;0.1
SAE;2023020116;0.0
SAE;2023020117;0.2
SAE;2023020118;0.0
SAE;2023020119;0.0
SAE;2023020120;0.1
SAE;2023020121;0.2
SAE;2023020122;0.2
SAE;2023020123;0.1
SAE;2023020200;0.2
SAE;2023020201;0.1
SAE;2023020202;0.1
SAE;2023020203;0.2
SAE;2023020204;0.2
SAE;2023020205;0.6
SAE;2023020206;0.6
SAE;2023020207;0.3
SAE;2023020208;0.3
SAE;2023020209;0.0
SAE;2023020210;0.4
SAE;2023020211;0.6
SAE;2023020212;0.2
SAE;2023020213;0.1
SAE;2023020214;0.4
SAE;2023020215;1.8
SAE;2023020216;2.3
SAE;2023020217;1.2
SAE;2023020218;1.5
SAE;2023020219;0.0
SAE;2023020220;0.0
SAE;2023020221;0.0
SAE;2023020222;0.0
SAE;2023020223;0.0
SAE;2023020300;0.0
SAE;2023020301;0.0
SAE;2023020302;0.0
SAE;2023020303;0.0
SAE;2023020304;0.0
SAE;2023020305;0.1
SAE;2023020306;0.0
SAE;2023020307;0.0
SAE;2023020308;0.0
SAE;2023020309;0.0
SAE;2023020310;0.0
SAE;2023020311;0.0
SAE;2023020312;0.0
SAE;2023020313;0.0
SAE;2023020314;0.0
SAE;2023020315;0.0
SAE;2023020316;0.0
SAE;2023020317;0.1
SAE;2023020318;0.0
SAE;2023020319;0.0
SAE;2023020320;0.0
SAE;2023020321;0.6
SAE;2023020322;1.5
SAE;2023020323;3.0
SAE;2023020400;3.7
SAE;2023020401;4.5
SAE;2023020402;4.2
SAE;2023020403;4.3
SAE;2023020404;3.4
SAE;2023020405;2.6
SAE;2023020406;1.3
SAE;2023020407;2.6
SAE;2023020408;2.5
SAE;2023020409;2.4
SAE;2023020410;0.9
SAE;2023020411;0.0
SAE;2023020412;0.0
SAE;2023020413;0.0
SAE;2023020414;0.0
SAE;2023020415;0.1
SAE;2023020416;0.0
SAE;2023020417;0.0
SAE;2023020418;0.0
SAE;2023020419;0.0
SAE;2023020420;0.0
SAE;2023020421;0.0
SAE;2023020422;0.0
SAE;2023020423;0.0
SAE;2023020500;0.0
SAE;2023020501;0.0
SAE;2023020502;0.0
SAE;2023020503;0.0
SAE;2023020504;0.0
SAE;2023020505;0.0
SAE;2023020506;0.0
SAE;2023020507;0.0
SAE;2023020508;0.0
SAE;2023020509;0.0
SAE;2023020510;0.0
SAE;2023020511;0.0
SAE;2023020512;0.1
SAE;2023020513;0.1
SAE;2023020514;0.3
SAE;2023020515;0.7
SAE;2023020516;2.6
SAE;2023020517;2.7
SAE;2023020518;3.3
SAE;2023020519;0.9
SAE;2023020520;0.2
SAE;2023020521;0.0
SAE;2023020522;0.0
SAE;2023020523;0.0
SAE;2023020600;0.0
SAE;2023020601;0.0
SAE;2023020602;0.0
SAE;2023020603;0.0
SAE;2023020604;0.0
SAE;2023020605;0.0
SAE;2023020606;0.0
SAE;2023020607;0.0
SAE;2023020608;0.0
SAE;2023020609;0.0
SAE;2023020610;0.0
SAE;2023020611;0.0
SAE;2023020612;0.0
SAE;2023020613;0.0
SAE;2023020614;0.0
SAE;2023020615;0.0
SAE;2023020616;0.0
SAE;2023020617;0.0
SAE;2023020618;0.0
SAE;2023020619;0.0
SAE;2023020620;0.1
SAE;2023020621;0.0
SAE;2023020622;0.0
SAE;2023020623;0.0
SAE;2023020700;0.0
SAE;2023020701;0.2
SAE;2023020702;0.4
SAE;2023020703;0.2
SAE;2023020704;0.1
SAE;2023020705;0.0
SAE;2023020706;0.0
SAE;2023020707;0.0
SAE;2023020708;0.0
SAE;2023020709;0.0
SAE;2023020710;0.0
SAE;2023020711;0.0
SAE;2023020712;0.0
SAE;2023020713;0.0
SAE;2023020714;0.0
SAE;2023020715;0.0
SAE;2023020716;0.0
SAE;2023020717;0.0
SAE;2023020718;0.0
SAE;2023020719;0.0
SAE;2023020720;0.0
SAE;2023020721;0.0
SAE;2023020722;0.0
SAE;2023020723;0.0
SAE;2023020800;0.0
SAE;2023020801;0.0
SAE;2023020802;0.0
SAE;2023020803;0.0
SAE;2023020804;0.0
SAE;2023020805;0.0
SAE;2023020806;0.0
SAE;2023020807;0.0
SAE;2023020808;0.0
SAE;2023020809;0.0
SAE;2023020810;0.0
SAE;2023020811;0.0
SAE;2023020812;0.0
SAE;2023020813;0.0
SAE;2023020814;0.0
SAE;2023020815;0.0
SAE;2023020816;0.0
SAE;2023020817;0.0
SAE;2023020818;0.0
SAE;2023020819;0.0
SAE;2023020820;0.0
SAE;2023020821;0.0
SAE;2023020822;0.0
SAE;2023020823;0.0
SAE;2023020900;0.0
SAE;2023020901;0.0
SAE;2023020902;0.0
SAE;2023020903;0.0
SAE;2023020904;0.0
SAE;2023020905;0.0
SAE;2023020906;0.0
SAE;2023020907;0.0
SAE;2023020908;0.0
SAE;2023020909;0.0
SAE;2023020910;0.0
SAE;2023020911;0.0
SAE;2023020912;0.0
SAE;2023020913;0.0
SAE;2023020914;0.0
SAE;2023020915;0.0
SAE;2023020916;0.0
SAE;2023020917;0.0
SAE;2023020918;0.0
SAE;2023020919;0.0
SAE;2023020920;0.0
SAE;2023020921;0.0
SAE;2023020922;0.0
SAE;2023020923;0.0
SAE;2023021000;0.0
SAE;2023021001;0.0
SAE;2023021002;0.0
SAE;2023021003;0.0
SAE;2023021004;0.0
SAE;2023021005;0.0
SAE;2023021006;0.0
SAE;2023021007;0.0
SAE;2023021008;0.0
SAE;2023021009;0.0
SAE;2023021010;0.0
SAE;2023021011;0.0
SAE;2023021012;0.0
SAE;2023021013;0.0
SAE;2023021014;0.0
SAE;2023021015;0.0
SAE;2023021016;0.0
SAE;2023021017;0.0
SAE;2023021018;0.0
SAE;2023021019;0.0
SAE;2023021020;0.0
SAE;2023021021;0.0
SAE;2023021022;0.0
SAE;2023021023;0.0
SAE;2023021100;0.0
SAE;2023021101;0.0
SAE;2023021102;0.0
SAE;2023021103;0.0
SAE;2023021104;0.0
SAE;2023021105;0.0
SAE;2023021106;0.0
SAE;2023021107;0.0
SAE;2023021108;0.0
SAE;2023021109;0.0
SAE;2023021110;0.0
SAE;2023021111;0.0
SAE;2023021112;0.0
SAE;2023021113;0.0
SAE;2023021114;0.0
SAE;2023021115;0.0
SAE;2023021116;0.0
SAE;2023021117;0.0
SAE;2023021118;0.0
SAE;2023021119;0.0
SAE;2023021120;0.0
SAE;2023021121;0.0
SAE;2023021122;0.0
SAE;2023021123;0.0
SAE;2023021200;0.0
SAE;2023021201;0.0
SAE;2023021202;0.0
SAE;2023021203;0.0
SAE;2023021204;0.0
SAE;2023021205;0.0
SAE;2023021206;0.0
SAE;2023021207;0.0
SAE;2023021208;0.0
SAE;2023021209;0.0
SAE;2023021210;0.0
SAE;2023021211;0.0
SAE;2023021212;0.0
SAE;2023021213;0.0
SAE;2023021214;0.0
SAE;2023021215;0.0
SAE;2023021216;0.0
SAE;2023021217;0.0
SAE;2023021218;0.0
SAE;2023021219;0.0
SAE;2023021220;0.0
SAE;2023021221;0.0
SAE;2023021222;0.0
SAE;2023021223;0.0
SAE;2023021300;0.0
SAE;2023021301;0.0
SAE;2023021302;0.0
SAE;2023021303;0.0
SAE;2023021304;0.0
SAE;2023021305;0.0
SAE;2023021306;0.0
SAE;2023021307;0.0
SAE;2023021308;0.0
SAE;2023021309;0.0
SAE;2023021310;0.0
SAE;2023021311;0.0
SAE;2023021312;0.0
SAE;2023021313;0.0
SAE;2023021314;0.0
SAE;2023021315;0.0
SAE;2023021316;0.0
SAE;2023021317;0.0
SAE;2023021318;0.0
SAE;2023021319;0.0
SAE;2023021320;0.0
SAE;2023021321;0.0
SAE;2023021322;0.0
SAE;2023021323;0.0
SAE;2023021400;0.0
SAE;2023021401;0.0
SAE;2023021402;0.0
SAE;2023021403;0.0
SAE;2023021404;0.0
SAE;2023021405;0.0
SAE;2023021406;0.0
SAE;2023021407;0.0
SAE;2023021408;0.0
SAE;2023021409;0.0
SAE;2023021410;0.0
SAE;2023021411;0.0
SAE;2023021412;0.0
SAE;2023021413;0.0
SAE;2023021414;0.0
SAE;2023021415;0.0
SAE;2023021416;0.0
SAE;2023021417;0.0
